	All non-resistance exons_X	All non-resistance exons_Y	All countries, resistance exons_X	All countries, resistance exons_Y	chromosome 1, non-resistance exons_X	chromosome 1, non-resistance exons_Y	chromosome 2, non-resistance exons_X	chromosome 2, non-resistance exons_Y	chromosome 3, non-resistance exons_X	chromosome 3, non-resistance exons_Y	cox1 gene_X	cox1 gene_Y
SRR11006848	4.218758	3.2006757	5.144998	10.426369	10.565808	8.65659	10.886786	5.5561395	8.071128	9.779547	-10.947684	-0.15868916
SRR11006850	4.2788854	3.263562	5.1055193	10.523749	10.397525	8.60069	12.146004	6.227344	8.087323	9.668087	-11.3820305	-0.4530037
SRR11006851	4.2851176	3.2455904	5.0674696	10.4887295	10.355801	8.292716	12.431657	6.3265715	8.09612	9.6668	-11.4667225	-0.49898186
SRR11006852	4.0115995	3.1349988	5.1654286	10.456103	10.279088	8.454608	10.478291	4.937941	9.152095	11.004685	-10.5365925	0.36498347
SRR11006853	4.112724	3.1255858	5.139184	10.5063505	10.490723	8.63688	10.37169	4.8375325	9.3302145	11.282062	-12.820346	0.8149433
SRR11006854	3.5569673	3.261653	5.2272177	10.403146	10.2302885	8.075329	12.128068	5.4923134	9.016654	11.065428	-10.868599	0.37236634
SRR11006855	5.7127166	4.141229	6.771614	5.249518	10.4294	4.4244647	13.53227	4.8020353	11.750338	9.340675	-10.328322	2.4130075
SRR11006856	2.8236935	3.1208684	5.01548	8.852993	10.190884	8.057714	10.54131	4.697335	8.570245	11.428687	-10.531812	0.85725516
SRR11006857	5.958605	3.412634	6.777179	5.758698	10.471526	4.2027354	13.624535	5.4704742	12.144707	9.425919	-9.020065	2.884738
SRR11006858	6.3349857	3.2372177	6.7871842	5.2447186	10.821294	5.0961537	13.33848	5.8285294	10.975535	9.548532	-9.143342	2.7615159
SRR11006859	6.099259	3.4503102	6.3946257	4.8710756	10.005058	4.983609	13.28841	5.5654383	11.683428	9.399544	-10.304637	1.5830816
SRR11006860	5.6099963	3.3921242	6.745154	5.501925	9.709941	4.8696504	11.840691	4.9184895	12.210438	9.326869	17.46519	5.2046924
SRR11006861	6.159139	3.625893	6.616869	5.2203813	10.214255	5.2151556	13.3239355	6.171967	11.53796	10.41777	-11.79019	1.0237957
SRR11006862	6.3471518	3.436105	6.9175477	5.4114223	10.032994	5.2899427	13.558851	5.7653623	11.524931	9.47155	-10.938379	2.1805315
SRR11006863	12.303109	3.4110265	9.970613	1.9271827	8.701207	4.838433	14.460306	9.91343	10.938968	7.8973813	-9.344083	2.57315
SRR11006864	12.295	3.408148	9.920505	1.883472	8.633815	4.9532537	12.376771	11.277912	10.9291115	7.8977704	-9.344083	2.57315
SRR11006865	12.294543	3.3998969	9.96691	1.8871951	8.694152	4.8345547	14.512869	9.92914	10.932733	7.9048305	-9.344083	2.57315
SRR11006866	12.317065	3.4214995	9.932375	1.8953862	8.7060585	4.794548	14.504368	9.909877	10.801184	6.6319714	-9.344083	2.57315
SRR11006867	2.7925048	2.9812953	5.2965026	8.749493	9.122108	8.710121	10.616657	4.6285877	9.544877	11.608637	-10.034528	0.65172255
SRR11006868	12.299419	3.4122071	9.903641	1.8672785	8.700056	4.842264	12.416771	11.248235	10.775572	6.0624123	-9.344083	2.57315
SRR11006869	12.434103	5.64524	10.229091	1.2343702	6.8096914	6.3860683	12.985386	9.117486	9.238873	6.662047	-12.680866	0.6739185
SRR11006870	13.108475	4.4157076	10.873479	-0.03750012	8.201013	5.5867295	13.616062	10.607198	9.579974	4.8756833	-9.84387	1.4150913
SRR11006871	12.763311	4.8561287	10.305996	-0.37340882	7.6609554	5.7147303	11.686567	9.580471	9.469194	5.160305	-9.203876	2.0339565
SRR11006872	13.469004	5.1038604	9.591406	0.6703842	6.6290126	7.1537366	12.83042	10.9100275	8.487708	5.6492033	-9.3377285	3.1356475
SRR11006873	12.985117	4.8858223	9.764727	0.8275871	7.607819	5.628462	11.130575	9.355238	9.800416	5.33478	-12.907768	0.95689934
SRR11006874	12.718863	5.4822884	9.900026	0.7772958	6.5812654	6.343156	11.476007	8.555067	8.595776	5.054453	-9.837662	1.3835922
SRR11006875	13.922657	4.6744475	10.5963125	-0.66186494	6.4145536	5.631689	13.454552	9.188765	8.902321	5.4827995	-13.236098	1.0817821
SRR11006877	13.873693	4.2534246	10.644282	-0.6295161	8.069579	4.9559836	13.727553	10.694874	8.82122	4.8305707	-12.805627	0.9004664
SRR11006878	2.7329926	2.9071348	5.6228857	8.91881	9.498126	8.755818	10.562076	4.526497	9.306486	11.524471	-10.531812	0.85725516
SRR11006879	13.904799	4.1834493	10.425306	-0.6123962	8.065711	4.9386907	13.641525	10.573689	8.819937	4.6365833	-12.991463	0.9338
SRR11006880	13.859979	4.2364655	10.645142	-0.64502937	8.069573	4.9813037	13.641338	10.640788	8.508396	5.425851	-13.082742	0.46987438
SRR11006881	14.13724	4.9080095	10.135413	1.2438146	7.1718383	5.117877	13.639108	9.85553	9.642752	4.843117	-11.693343	1.8269593
SRR11006882	14.035838	5.629855	10.450542	-0.67043525	7.2287173	5.1772113	11.92704	9.986021	10.353673	5.161915	0.3573072	-3.6587281
SRR11006883	13.16482	4.3593	9.820422	-0.23463875	10.371151	5.456265	12.130657	9.396283	10.949178	5.7883153	0.3794875	-3.6902294
SRR11006884	13.771843	5.6293464	10.219846	-0.64322066	7.356166	7.1607485	13.342196	9.028006	10.371109	5.1164994	0.3573072	-3.6587281
SRR11006885	6.0241294	4.3003755	10.698945	1.0896215	8.106706	7.5646234	13.476841	4.8442297	10.059704	6.7401624	-10.491412	2.2210536
SRR11006887	13.990768	4.897844	9.419692	0.64499927	7.7626157	7.519988	13.454755	9.232198	8.610881	5.3307505	-9.493775	2.4305618
SRR11006888	14.181519	5.834777	9.284543	0.710135	10.176218	5.716304	11.565465	8.686202	10.474239	5.096102	-10.491412	2.2210536
SRR11006889	2.2900975	2.9082851	5.7504263	8.452019	10.235459	9.167771	10.658451	4.2157583	9.890657	11.650521	-10.5668545	0.8959113
SRR11006890	12.910195	3.7585945	9.267889	-0.26951414	8.887235	5.7404885	12.21136	10.692143	8.3563175	4.9719253	-9.493775	2.4305618
SRR11006891	12.87529	3.7550426	9.228504	-0.18849353	8.898664	5.7008405	12.232634	10.743231	8.721304	6.1791925	-9.493775	2.4305618
SRR11006892	12.900876	3.7406216	9.122431	-0.10402267	8.910296	5.6929426	12.211131	9.45237	9.202841	6.1245346	-9.493775	2.4305618
SRR11006893	12.861267	3.7968607	9.145191	-0.06896689	7.5386453	5.379122	12.16416	9.478098	8.9787855	6.2104373	-9.493775	2.4305618
SRR11006894	11.398176	5.4992805	9.591804	1.1903311	8.549935	5.227725	11.1517515	9.362215	11.178344	8.5130205	-14.349665	0.9212473
SRR11006895	11.433253	5.4486074	9.546394	1.1879822	8.140874	5.4204583	11.320254	9.407741	11.186139	8.471545	-14.349665	0.9212473
SRR11006896	11.405842	5.500604	9.600395	1.1982855	8.541935	5.2341733	11.275573	9.379531	11.11988	8.424418	-14.349665	0.9212473
SRR11006897	11.401901	5.501004	9.534148	1.1942579	8.634691	5.162532	11.166128	9.455855	11.159868	8.443151	-14.349665	0.9212473
SRR11006898	13.254745	4.839322	10.279455	1.1629225	8.358087	6.7995872	12.99434	9.873865	8.8294	6.5098586	-14.328919	1.1372597
SRR11006899	12.871114	6.20204	9.296654	0.23045258	6.660101	5.986176	12.918912	8.717424	8.937902	6.2278657	-14.1930485	1.2107558
SRR11006900	2.2754698	2.9143465	5.3202205	8.783079	10.938541	8.983819	10.67206	4.449325	9.643167	11.597118	-10.531812	0.85725516
SRR11006901	14.092153	5.8152814	9.090446	1.1924529	10.037788	5.1342983	12.058133	7.924756	10.823911	4.751068	0.3561242	-3.9096565
SRR11006902	12.86421	3.784507	9.166301	-0.07127017	8.904627	5.7016473	12.184718	10.725979	8.92117	6.2781878	-9.493775	2.4305618
SRR11006903	13.124725	5.8051286	10.833911	1.6224108	6.566696	7.484632	13.823335	10.583044	8.834923	6.5387177	-10.008543	1.2384846
SRR11006904	12.410971	5.3392224	9.732799	1.0660802	8.062671	5.4565935	11.543809	8.649923	10.060586	5.7481794	-8.962473	3.061315
SRR11006905	12.607252	3.9044983	10.003281	-0.381805	8.49837	5.380487	12.634702	11.069557	9.209264	6.5831294	-8.962473	3.061315
SRR11006906	11.941634	5.390296	9.4971895	0.6120952	8.025006	6.7857428	11.523168	9.660418	10.786618	8.256872	-13.723215	0.57850116
SRR11006907	12.715349	4.53033	10.861122	1.7046264	7.8408275	6.4243746	13.355289	5.5682883	10.70585	6.318308	-8.135316	-0.54035276
SRR11006908	12.79885	4.461082	11.149756	1.6210306	7.9997115	6.5843153	12.439857	8.624571	10.677498	6.274783	-8.135316	-0.54035276
SRR11006909	5.448154	3.9303122	9.896763	0.119623125	10.110119	5.6625686	13.903734	8.888552	8.804485	6.467462	-8.397987	-0.54092056
SRR11006910	11.84085	6.400526	6.0352807	6.0636234	9.009197	4.9926834	13.519404	5.685204	8.295225	4.893087	-8.724181	-0.08086107
SRR11006911	1.9807279	2.8273468	5.284567	8.704987	12.145677	9.580025	10.723617	4.2815604	9.5867	11.36884	-10.581066	0.9069523
SRR11006912	11.850811	6.388845	9.388141	1.653409	9.421014	5.0372376	11.677568	9.97338	8.3679695	4.927935	-8.748203	-0.017414879
SRR11006913	11.840619	6.4026394	9.039432	0.3342042	9.595016	4.7031984	11.773886	10.276546	9.705965	5.1250873	-8.754641	-0.02939912
SRR11006914	14.056677	4.5884748	8.796865	0.9192208	6.6039453	5.5851946	13.321058	10.247455	8.324686	4.9256935	-14.1930485	1.2107558
SRR11006915	14.234233	5.806825	9.472115	0.6577311	7.58056	4.8886914	11.380487	8.709727	10.4842825	4.3140035	-13.612718	0.68981564
SRR11006916	13.471437	4.1637964	9.672864	1.43606	7.8027005	5.378326	13.705297	10.363351	8.119251	5.4124546	-9.674493	1.5509027
SRR11006917	13.986903	4.58141	8.824155	0.83772033	6.5199866	5.6282625	14.092999	9.988467	9.29763	4.8160925	-13.662935	1.1076255
SRR11006918	14.107665	5.81969	9.444457	0.6758236	6.450927	5.878689	14.021091	9.70817	10.528933	4.3067813	-13.149194	0.9158242
SRR11006919	14.263294	4.842671	9.791846	-0.26428244	7.0797625	4.886265	12.788732	10.090019	10.121528	5.3775024	0.32317832	-3.5649168
SRR11006920	14.253042	4.790079	9.755532	-0.28622442	7.152576	4.8332963	13.29725	10.584751	10.720763	8.247029	0.32317832	-3.5649168
SRR11006921	14.036009	5.848705	9.671798	0.72821164	6.4480753	5.858471	11.452425	8.748149	10.896539	4.6285963	-13.612718	0.68981564
SRR11006922	2.2111251	2.8882403	5.3537145	8.797439	11.440864	9.378169	10.652689	4.2278867	9.679159	11.605181	-10.531812	0.85725516
SRR11006923	14.106213	5.753863	9.698071	0.89573455	7.615806	4.8600464	11.380086	8.694819	10.777583	4.572306	-13.4212675	0.9536832
SRR11006924	13.455655	4.163464	9.599165	0.7759888	8.134412	5.619156	13.986778	9.602062	7.971861	5.2547746	-13.88819	1.1597673
SRR11006925	13.382005	4.1729035	9.615527	0.94317836	8.122099	5.6113734	14.12734	9.879413	7.972069	5.243607	-13.344253	0.7098123
SRR11006926	13.334649	4.1167135	9.64205	0.909271	7.946238	5.866335	14.106332	9.897821	7.979067	5.253053	-13.88819	1.1597673
SRR11006927	13.616922	4.4639707	8.779182	0.9327022	6.7904186	5.737637	14.066907	9.995704	8.30199	4.927068	-14.1930485	1.2107558
SRR11006928	13.477001	4.110376	9.750429	1.2618885	7.6593156	5.3630714	13.812345	10.286523	8.066508	5.431717	-9.692879	1.5823933
SRR11006929	6.0106487	3.1684444	6.16017	5.380477	10.850573	5.0284586	13.74503	5.6082473	11.632625	9.686116	17.465624	5.2042594
SRR11006930	6.229912	3.3822136	6.2068515	5.016896	10.745472	4.860479	13.766881	5.5899544	11.530825	9.402536	-10.210443	2.570296
SRR11006931	6.2467465	2.9910758	6.6927576	5.0750365	10.921603	5.089855	12.317538	5.0184374	12.197487	9.340502	17.46519	5.2046924
SRR11006932	5.7814145	3.200362	6.629699	5.4442883	10.454247	4.2737117	13.759632	5.324463	11.368905	10.172661	17.46519	5.2046924
SRR11006933	2.5631387	2.6528516	5.771707	8.468015	10.015906	9.27281	11.191678	4.553817	9.550539	11.925526	-10.61954	0.9186167
SRR11006934	6.1921835	2.976368	6.7007346	5.200757	10.689847	4.8967333	12.337488	5.0006866	11.492674	9.006508	17.46519	5.2046924
SRR11006935	5.701231	3.1465404	6.6035256	5.5492835	10.82271	4.464319	13.718875	5.224007	11.561671	9.647224	-10.567226	2.4659634
SRR11006936	6.445492	3.2163014	6.464844	5.6787505	9.986949	4.688227	13.664131	5.394552	11.074383	9.258494	-9.15459	2.7375937
SRR11006938	6.2115684	3.525931	6.4926677	5.180982	10.423812	4.4937077	13.331508	5.969882	9.864415	5.6576395	17.464025	5.205851
SRR11006939	6.2171288	3.5245376	6.9289865	5.388598	10.747731	4.952128	11.898486	5.0304856	11.331003	8.83982	-11.767626	0.9236434
SRR11006940	5.8421307	3.90024	6.350679	6.1154604	10.822177	4.929937	10.20503	5.590192	10.3461	7.4583125	-10.2280655	2.722247
SRR11006941	6.14132	3.477351	6.270552	6.5118175	9.848995	4.683603	13.355296	5.6866565	11.470737	10.490214	17.464025	5.205851
SRR11006942	5.979322	3.4337406	6.9145036	5.030623	9.912951	4.492696	13.750568	5.201017	11.952075	9.322126	-7.9076853	-0.6125269
SRR11006943	5.871708	3.4086256	6.757706	5.1124997	10.381544	5.248412	13.513991	5.694663	11.038109	9.714856	-9.069145	2.8814256
SRR11006944	2.8063602	2.9204571	5.45113	8.861163	9.642634	8.576496	10.860517	4.32944	9.604998	11.622322	-10.034528	0.65172255
SRR11006945	5.987501	3.2538655	6.4574957	5.2080684	10.85535	4.4770665	13.211331	5.7200975	11.607993	9.548019	-10.595058	1.7306395
SRR11006946	6.470381	3.1416156	6.683715	5.6752615	10.897849	5.0504494	13.145648	5.3225555	11.592911	9.564841	-9.823718	1.3523595
SRR11006947	5.685278	3.1717594	6.876941	5.5599003	10.511092	5.087912	13.877176	5.8517756	11.315038	9.597048	-7.949251	-0.6377834
SRR11006948	5.5914607	3.6830502	6.777471	5.171819	10.4044895	5.802065	13.204737	5.592678	11.614445	9.831945	-8.840615	0.2996687
SRR11006949	6.011177	3.748254	6.5623775	5.4197745	10.3499	4.24925	13.645196	6.0287466	12.181738	9.165338	-7.837303	-0.65246016
SRR11006950	5.8326764	3.767819	6.099675	5.541515	10.470623	5.3980575	13.753373	5.5350327	11.018443	9.138225	-9.001162	2.9316082
SRR11006951	6.6138463	3.718513	6.2205167	6.2445135	10.127995	5.065391	10.029583	5.782935	11.220867	8.609557	-9.414764	2.3463006
SRR11006952	6.5404	3.6374936	6.576454	5.431299	9.187891	7.8176622	9.989055	5.7846518	11.496	9.560682	-9.086336	3.0450876
SRR11006953	6.094719	3.128631	6.33642	5.614353	10.198139	4.4301543	12.347538	4.9815283	10.332932	11.449616	17.465117	5.2047634
SRR11006954	5.886525	3.3650956	7.0991597	4.817536	10.761869	5.2392955	13.48932	5.8254337	11.57774	9.347555	-10.598223	1.7580737
SRR11006955	2.4731174	2.9449372	5.854565	8.919238	10.922564	9.332046	10.617772	4.35248	9.279884	11.8491955	-10.531812	0.85725516
SRR11006956	2.3325338	2.9239228	5.35776	8.799767	10.936664	8.942764	10.611287	4.275097	9.569058	11.703411	-10.531812	0.85725516
SRR11006957	2.4253843	3.1552052	5.1930103	8.637923	11.003146	9.613666	10.07218	7.6333733	9.46243	11.915145	-10.531812	0.85725516
SRR11100104	2.939837	4.9666586	4.1487784	11.378707	12.142418	9.59643	10.805701	7.3800287	8.941763	12.3903675	-10.195865	-1.174929
SRR11100105	2.9932559	4.1554694	4.0512104	11.016756	11.979595	9.144329	10.626729	7.2352324	9.718172	10.844371	-9.743627	-1.7078717
SRR11100109	2.8829184	4.6345477	5.1277	10.631046	10.909454	8.903104	11.3775215	6.4741836	8.628339	9.702671	-10.658244	-0.7666274
SRR11100110	2.9984088	4.5747886	5.4008713	11.062339	10.3013735	7.942342	11.318469	6.8612895	8.582561	9.733541	-10.507601	-0.7380517
SRR11100111	3.2113667	4.2061296	6.0284953	12.604312	10.092162	7.4728103	12.197911	7.6067786	8.801412	9.751287	-10.4135065	-1.0975497
SRR11100112	3.042469	5.005583	5.5180078	11.340871	10.507312	8.502243	10.566954	7.198689	8.3168	10.49684	-10.885144	-1.0773311
SRR11100113	3.2640202	4.7198772	5.854858	12.458064	12.122653	9.596014	12.829381	6.497117	11.395997	9.506434	-11.006167	-0.97534883
SRR11100115	3.0717983	5.093195	5.439714	11.096433	12.127257	9.551148	10.486271	7.120145	9.119837	8.768858	-9.600357	-0.72215116
SRR11100119	2.9541938	5.013243	6.064295	12.3184395	11.956818	9.673227	10.467055	7.0141077	8.353383	9.608155	-10.304615	-0.963404
SRR11100120	2.5399518	4.3680534	5.0790443	11.607019	9.548459	7.709027	12.834102	7.9381876	8.619599	11.07723	-10.828953	-0.009988987
SRR11100121	3.148496	4.844639	5.0660563	11.705046	11.23686	7.5377526	11.688601	9.037002	8.874089	10.167232	-10.551875	-0.8420952
SRR11100122	3.8809628	4.5157247	5.9905086	11.994759	10.608865	7.139295	9.436363	5.8227525	9.787303	9.214911	-10.054621	-1.5271816
SRR11100125	2.651587	4.221121	4.3233123	11.142345	9.443723	8.042784	11.455043	8.603063	8.530306	11.459565	-9.79229	-1.5689723
SRR11100126	3.215007	4.138601	5.729884	12.558834	9.455835	8.697427	9.835539	6.8128133	8.299929	10.473127	-11.144136	-1.212554
SRR11100127	2.9115732	4.566489	5.816475	6.9078317	9.713584	7.7060204	11.248343	6.210474	9.09801	9.306478	-10.10938	-0.996492
SRR11100128	3.274638	4.7212763	3.8724563	10.855805	8.911419	9.203543	11.348676	8.663315	10.140126	6.0786943	-10.167362	-1.1408645
SRR11100129	2.7837965	4.0498114	3.7812471	10.754441	12.113547	9.506074	11.204508	9.453353	10.241829	9.889859	-9.895184	-1.1090338
SRR11100131	2.8348668	4.598991	5.651438	11.421536	10.5814085	7.5549645	11.296597	9.313837	8.609755	9.386697	-11.129776	-1.2222115
SRR11100133	3.3416908	3.456067	5.706097	11.440153	10.960699	6.995074	10.539043	5.2390575	9.134715	11.667144	-10.3396845	-1.0066053
SRR11100134	3.5025058	4.686177	6.003297	12.54494	11.005629	7.3644834	10.002905	6.862994	9.121076	11.61594	-10.944988	-0.9180234
SRR11100135	3.1854343	4.8441153	5.971731	12.313333	9.023615	8.801653	12.457743	8.275836	8.526248	9.48344	-11.145861	-1.0832679
SRR11100136	3.299262	4.3322644	5.486577	12.00569	8.98016	8.673682	11.218422	6.2550807	8.470513	9.482763	-9.8459215	-1.1015236
SRR11100137	3.0327742	5.1259036	4.1995416	10.533148	11.412489	8.376607	12.873306	7.5748477	9.065497	8.894623	-10.407678	-1.6080323
SRR11100138	3.1268113	5.1010294	4.4980407	11.249399	11.415524	8.401921	11.65892	6.663667	8.972052	8.6554785	-11.425072	-0.5121557
SRR11100139	2.9543347	4.5770316	5.5482974	11.186651	10.882354	7.5543704	10.742504	7.3325157	9.14784	9.072151	-10.56182	-1.4107764
SRR11100141	3.0648425	5.089828	4.2836127	11.402071	11.89244	9.610501	12.78916	7.857211	8.892924	8.948787	-10.177723	-1.0882797
SRR11100142	1.7627981	3.1300747	5.9750447	6.3375807	12.010486	9.715943	13.05233	5.7452707	8.7130575	9.930321	-11.209765	-1.0814375
SRR11100146	2.5996654	4.4654055	5.385056	7.892439	9.227752	8.28468	12.944762	6.459645	8.048092	10.25451	-9.300485	-0.4977262
SRR11100147	3.1331477	4.7151093	4.5330987	11.3510685	10.801289	7.1746273	10.759665	7.36863	8.417676	9.816727	-11.34456	-0.41325355
SRR11100148	2.9028995	4.491775	5.339424	7.9543595	10.024784	7.6530123	10.463845	6.767326	8.479631	9.69615	-9.781272	-0.793437
SRR11100149	2.9634476	4.804449	4.22366	10.98019	10.979119	8.893336	11.992404	8.083039	8.209036	10.497163	-10.835052	-1.2818217
SRR11100150	3.7209034	3.8149161	4.3358274	11.125712	9.246639	7.939597	12.0886965	9.413031	8.8352585	9.980534	-10.829342	-1.4344925
SRR11100152	3.1924934	4.717478	5.6946616	7.1249714	10.913692	7.1963506	12.798339	7.8599386	8.446768	10.588643	-10.464634	-1.1394912
SRR11100154	3.2955687	4.140732	5.6508203	11.349621	10.244024	7.3228765	11.171144	7.166344	9.467127	9.504549	-10.514561	-1.337103
SRR11100157	3.0778244	4.927887	6.2755527	12.516077	8.981598	8.856865	12.857674	7.841273	9.153118	8.963382	-10.543022	-1.2045591
SRR11100159	2.8543139	4.6507206	5.668171	11.983809	9.571627	7.7860894	12.8113985	7.480814	8.483673	9.521414	-10.414946	-0.95545775
SRR11100161	3.0588193	4.830272	6.4331546	11.671517	10.705488	8.535767	11.289245	6.936272	8.675632	10.921975	-10.716731	-0.73178315
SRR11100162	3.1999152	5.0538735	5.579402	12.695436	11.3442335	7.7937307	11.221122	6.9492693	8.89562	10.816336	-10.097573	-1.1367428
SRR11100163	2.8579848	4.5443063	5.502035	11.903777	9.61511	7.694485	10.321834	5.390402	8.447065	9.62967	-10.375917	-1.5552945
SRR11100166	3.7082493	4.272088	5.5874896	12.569018	11.05627	9.623197	12.044058	7.239565	8.156051	9.868022	-10.810408	-0.6607657
SRR11100167	2.5523467	4.409144	4.5116286	11.729917	9.344022	8.213126	11.882159	5.5327845	8.111617	10.440826	-13.065863	0.7905699
SRR11100168	3.0164611	3.3554013	4.37815	11.463236	11.019107	9.533349	11.35611	4.9264402	8.509181	9.58706	-10.826906	-0.65047127
SRR11100169	3.20305	4.9759808	5.2297344	10.627161	12.116443	9.1072235	10.829146	7.335986	8.944975	9.556475	-10.25218	-1.3940028
SRR11100170	3.0988898	4.666036	5.4370146	7.800828	11.186692	7.0129604	10.064461	6.8106046	8.227979	10.565315	-11.341767	-0.8003173
SRR11100171	2.9322858	4.431517	5.9228234	12.456712	10.00282	7.7497377	11.254002	6.9366117	9.159349	7.6638284	-9.80201	-1.4701358
SRR11100172	3.3905823	4.2292933	6.129234	12.219123	10.614839	7.275862	12.908546	8.576205	8.582125	10.88765	-10.733989	-0.022778548
SRR11100173	3.5161214	3.2966402	4.1688533	10.810898	9.012942	8.790533	12.390307	5.0611115	10.311225	8.32138	-9.949874	1.4833438
SRR11100174	2.8616176	3.9863875	4.294069	11.459647	10.454358	6.6830783	12.17719	8.462803	8.087076	12.057002	-9.794471	-1.6649892
SRR11100176	3.4413033	4.204524	5.788611	11.554164	9.729581	7.8297477	11.975899	7.5012074	9.098983	9.686503	-10.12678	-1.3604338
SRR11100177	3.303928	4.016587	5.5427766	12.314202	11.895122	9.660431	11.229305	6.9549484	9.15904	7.83316	-9.738293	-0.6271366
SRR11100178	2.8847082	3.9281545	6.12636	12.198227	9.382189	8.182757	12.898978	6.4398794	8.451509	11.412459	-9.92495	-1.4656731
SRR11100181	3.0847569	4.358717	6.062252	12.066735	10.077701	7.6209435	11.768283	7.4569535	8.429891	11.371863	-9.919765	-1.3477114
SRR11100183	2.8795984	3.8306313	5.535237	12.568862	9.702854	7.9033456	9.33106	6.6279125	8.168404	12.021046	-10.434693	-0.9631392
SRR11100184	3.4446874	4.0136204	4.17738	11.339624	9.43831	8.563626	10.2029	6.402608	8.097636	10.268775	-9.967163	-1.5074298
SRR11100185	3.2349415	4.8420696	5.956955	12.277574	9.015032	8.848854	11.1360855	7.005601	8.77449	9.599792	-11.193955	-0.3639654
SRR11100186	3.5121236	4.1728754	4.1475754	11.068106	9.825106	7.903142	11.830195	7.50134	8.182709	10.545026	-9.827174	-1.3525143
SRR11100188	3.4921007	4.9960685	6.0333757	12.432377	11.592382	7.7865	9.659284	6.8814235	8.067263	10.051215	-10.29733	-1.295873
SRR11100191	3.5094683	5.1632333	5.5424075	12.581539	11.227719	7.569953	12.161936	8.340768	8.124505	9.828066	-10.327425	-0.5534737
SRR11100196	3.3998663	4.1501265	5.849898	12.480178	10.515954	7.392845	11.609701	7.182802	9.267556	9.37497	-9.959291	-1.3239816
SRR11100197	3.1880832	4.3877397	5.648846	12.761131	10.343956	7.658302	12.16895	8.21302	8.528263	11.352128	-9.809857	-1.0468668
SRR11100198	6.018745	3.531814	6.245302	4.9258547	10.390308	4.2208347	13.720302	5.6812363	12.146821	9.3381605	-11.430348	0.6901212
SRR11100200	5.5604296	3.7239585	6.975691	4.855806	9.990138	5.5244517	13.441818	7.002102	11.001288	9.76848	-10.570486	-1.2542912
SRR11100202	3.3440542	3.843671	5.697231	12.575928	10.482015	8.069326	12.015478	7.4630456	8.939065	7.84149	-10.990273	-0.943315
SRR11100203	3.098907	4.6130567	5.5934453	12.527984	11.0503845	7.6801395	10.895583	5.549007	8.500901	11.3062725	-9.735887	-0.7104902
SRR11196609	1.6932378	3.0277245	4.7951083	8.685603	12.065813	9.68213	11.268667	5.0702915	9.733762	11.3576	-10.8661175	0.5197425
SRR11196611	2.5131044	3.343716	4.5717506	11.280718	11.546468	8.718617	12.928609	6.374861	9.383798	11.748736	-9.597002	-0.45629108
SRR11196612	1.7203693	4.333884	3.8737848	10.793111	8.889591	9.370256	9.721975	6.7732754	8.729412	12.421079	-10.868599	0.37236634
SRR11196613	1.6941763	4.364383	3.8897476	10.78284	8.895077	9.361079	9.828103	6.8505836	8.741034	12.410657	-10.868599	0.37236634
SRR11196614	1.7200415	4.3303356	3.8491304	10.814011	8.895077	9.361079	9.283163	6.625552	8.981116	12.272234	-10.868599	0.37236634
SRR11196615	2.4841683	3.7196896	3.8464053	10.752855	11.408447	8.393758	9.35018	6.5697484	9.215023	11.595942	-9.960695	-0.50558954
SRR11196616	6.480332	3.2011356	6.211825	6.06134	9.724893	4.4118342	13.66335	5.564312	11.364381	10.586639	-10.11138	2.0295157
SRR11196617	6.2255683	3.1714547	7.009114	5.4600296	10.797623	4.3886395	13.57549	5.920634	11.548425	9.291334	-8.966346	3.0163724
SRR11196618	6.401795	3.8340042	6.7834883	5.098972	10.261545	4.42882	9.867642	5.6774178	12.283645	9.325969	-11.753484	0.98337394
SRR11196619	6.186464	3.2377782	6.054623	6.1300025	10.338697	4.3440757	13.476354	5.681195	12.018038	9.681518	17.464025	5.205851
SRR11196620	1.599653	2.915873	4.9577746	8.3097725	12.07695	9.772844	11.4043455	4.5416656	9.068275	11.89383	-10.8661175	0.5197425
SRR11196621	5.911823	3.6814144	6.0857573	6.1634345	10.2495575	4.339344	12.00966	4.8419266	12.022135	9.624451	-11.289315	-0.7266337
SRR11196622	5.801796	4.026568	6.527964	5.1637063	10.9847145	4.797128	13.634224	5.002888	12.159823	9.393849	-8.966346	3.0163724
SRR11196623	5.720841	4.107974	6.5892153	5.230035	10.3345995	5.2729926	10.435591	5.2657876	10.26768	11.30513	-11.757092	1.0069846
SRR11196624	5.319441	3.7709734	6.261797	4.982804	10.241025	5.7702684	13.413105	7.550993	11.151211	9.452205	17.476862	5.192926
SRR11196625	5.7386765	4.090566	6.402117	6.110607	10.251188	5.1918907	13.527721	4.896752	12.005982	9.295237	17.46519	5.2046924
SRR11196626	5.316954	3.7913132	6.0496593	6.1309404	10.095412	5.7667317	13.4726515	5.4882703	11.432708	9.317405	-11.768166	0.9331012
SRR11196627	5.5862756	3.9575295	6.4806695	5.631198	10.202545	5.7035537	13.149025	4.8034954	11.537063	9.631144	-7.837303	-0.65246016
SRR11196628	6.339694	3.8375053	6.798006	5.430764	10.9427185	4.7866135	10.056137	5.63414	12.139749	9.307069	-8.966346	3.0163724
SRR11196629	6.4967666	3.8677387	6.377732	5.271385	10.170998	4.9882708	10.002012	5.795345	11.995297	9.725633	-9.1510515	3.0492694
