	All non-resistance exons_X	All non-resistance exons_Y	All countries, resistance exons_X	All countries, resistance exons_Y	chromosome 1, non-resistance exons_X	chromosome 1, non-resistance exons_Y	chromosome 2, non-resistance exons_X	chromosome 2, non-resistance exons_Y	chromosome 3, non-resistance exons_X	chromosome 3, non-resistance exons_Y	cox1 gene_X	cox1 gene_Y
SRR11006852	12.009588	3.8620996	13.142683	12.945776	11.209757	7.8767943	14.264049	5.532329	3.6772344	10.622801	-16.50501	-5.026367
SRR11006853	11.9152155	3.8813608	13.1602545	12.933417	11.0896435	8.17798	14.177169	5.4243617	3.4721615	10.767535	-17.858414	-6.494119
SRR11006854	12.262976	3.400237	13.234382	12.976122	11.537381	7.640923	15.737465	5.0346007	3.5039084	10.582935	-16.23194	-4.9702587
SRR11006855	10.321072	4.3384748	10.117191	7.5924697	9.239465	4.750978	16.482895	3.8541372	5.8821282	12.746732	-17.892885	-3.4507124
SRR11006856	12.628331	2.7845423	12.608654	12.009968	11.531522	7.738211	14.169304	5.4370556	2.9692376	10.479237	-16.98896	-4.3176246
SRR11006857	10.3544235	4.8856745	10.728168	7.9242153	9.154834	4.759959	16.983704	4.373959	5.9546013	12.99308	-17.077518	-2.078066
SRR11006858	10.395882	5.3257265	10.145952	7.429333	9.141454	5.3443403	16.798319	4.8607783	5.6141005	12.417751	-17.274914	-2.0549724
SRR11006859	9.868799	4.876236	9.828771	7.4746737	9.674188	5.147931	16.529095	4.433546	5.830061	13.0811405	-17.239157	-3.2246761
SRR11006860	10.174747	4.498122	10.588345	7.6080976	9.874724	4.6500287	15.383979	4.687477	6.1186085	13.175864	12.145556	6.4602737
SRR11006861	10.457786	5.1566067	10.112378	7.282037	9.711796	5.5707407	16.943913	5.07409	4.957988	12.469424	-17.772026	-4.311606
SRR11006862	10.3952875	5.2023287	10.681347	7.745234	10.08036	5.2759023	17.093575	4.5745983	5.629349	12.785271	-17.704376	-3.4252312
SRR11006863	10.948947	11.030846	9.490502	3.3371038	10.679411	4.444426	17.917707	5.967173	7.238433	11.170985	-18.764908	-2.504767
SRR11006864	10.87067	11.029701	9.506323	3.3044872	10.75601	4.4146347	19.30198	7.5884986	7.2190475	11.189861	-18.764908	-2.504767
SRR11006865	10.954671	11.038259	9.565494	3.2887354	10.678459	4.467106	17.904116	5.939467	7.3008385	11.157533	-18.764908	-2.504767
SRR11006866	10.967164	11.001265	9.40546	3.3505492	10.665379	4.439585	17.885801	5.9611216	8.078781	10.736592	-18.764908	-2.504767
SRR11006867	12.723991	2.7567575	12.522997	11.567851	10.519536	7.194868	14.284453	5.300096	3.044474	11.48947	-16.269743	-4.9798055
SRR11006868	10.950351	11.030537	9.268995	3.4105434	10.678863	4.4409766	19.278238	7.5678596	8.480887	10.449692	-18.764908	-2.504767
SRR11006869	9.933437	11.624637	9.78901	2.6070774	12.680793	3.913804	18.111092	8.689942	7.26686	9.624558	-18.320566	-5.9986625
SRR11006870	9.019586	13.111142	9.164322	1.9081746	11.4190645	4.53162	19.210636	9.48713	8.861986	8.735592	-16.837885	-3.067448
SRR11006871	9.843364	11.967129	8.407258	2.1823046	11.552706	4.145648	17.246613	9.21657	8.203621	9.161618	-17.585651	-2.4239225
SRR11006872	9.88175	12.869504	8.647522	3.030417	13.068029	4.146761	19.097828	7.9269977	7.8034005	8.412245	-17.25361	-1.6066593
SRR11006873	9.799654	12.113027	9.101408	2.6957135	11.545464	4.120263	16.752691	8.660626	8.387688	9.018215	-18.021143	-6.7502713
SRR11006874	10.073868	11.739596	8.791561	3.1040514	12.70954	3.614569	16.618715	8.682146	7.809918	8.493975	-16.814827	-3.1797075
SRR11006875	9.935853	13.521634	8.509317	1.6211925	12.253676	3.0068994	18.241804	8.004206	7.7170615	8.817263	-18.243912	-6.5388722
SRR11006877	9.163726	13.626857	8.541202	1.7407931	10.975174	3.9370482	19.194931	9.464941	8.371994	8.388349	-18.108326	-6.335288
SRR11006878	12.813827	2.8165934	12.634781	11.224471	10.901815	7.4402204	14.177092	5.0937996	2.9663978	11.216926	-16.98896	-4.3176246
SRR11006879	9.133558	13.600038	8.455797	1.9153367	10.9832325	3.932691	19.18171	9.384206	8.62166	8.2771225	-18.079802	-6.6278987
SRR11006880	9.174439	13.616748	8.525367	1.6910515	10.972356	3.9163673	19.289272	9.2394	7.7648296	8.250587	-17.855122	-6.898663
SRR11006881	10.163736	13.378816	9.575902	3.0507388	11.120757	3.3566353	19.4307	8.614587	8.874455	8.817812	-18.074062	-3.50271
SRR11006882	10.184724	12.512127	8.293101	1.5342628	11.37818	3.6844134	17.442017	8.757487	9.070122	9.564681	-6.5404778	-5.321074
SRR11006883	9.443811	13.062486	8.206689	2.2481804	10.268311	5.2516108	17.266924	8.324405	8.559917	10.434938	-6.4857497	-5.5526943
SRR11006884	10.113294	12.476819	8.385151	1.7315123	13.006418	4.407204	17.692398	8.041122	9.096317	9.586713	-6.5404778	-5.321074
SRR11006885	10.810332	4.612855	9.833798	2.464953	12.84939	5.195218	16.354939	3.8809092	7.3597627	10.258686	-18.56866	-2.166175
SRR11006887	9.954505	13.258118	8.590258	3.0613265	12.987088	5.07325	18.2705	7.839427	7.573459	8.81554	-16.686134	-2.3140292
SRR11006888	10.425523	12.472511	8.682954	3.1636465	10.382656	5.4611044	16.661316	8.089425	9.130207	9.365653	-18.56866	-2.166175
SRR11006889	13.050109	2.5486288	12.395173	11.023166	10.732976	8.518447	14.195779	4.8667655	3.4117148	11.544429	-17.103533	-4.150795
SRR11006890	10.897008	11.477712	8.8058815	3.333181	11.31519	5.159621	18.66448	7.5250134	8.019485	8.005376	-16.686134	-2.3140292
SRR11006891	10.899624	11.467819	8.782784	3.327773	11.2885895	5.210903	18.752277	7.6134467	7.0750346	10.6264	-16.686134	-2.3140292
SRR11006892	10.926357	11.431689	8.629593	3.3886087	11.332346	5.162153	17.413116	8.349956	9.136448	8.411499	-16.686134	-2.3140292
SRR11006893	10.83162	11.552548	8.612807	3.326323	11.371721	3.710445	17.3183	8.422585	7.3369617	10.530953	-16.686134	-2.3140292
SRR11006894	9.946603	10.680456	9.160309	3.6520731	10.592953	3.8184135	16.84064	8.648534	6.3358455	12.016306	-19.024105	-6.9008484
SRR11006895	9.995899	10.691079	9.095665	3.6967342	11.214593	4.4222198	16.968311	8.664319	6.3733687	11.939946	-19.024105	-6.9008484
SRR11006896	9.943637	10.656187	9.116982	3.695582	10.572441	3.7715573	16.904013	8.666208	6.4526234	11.784982	-19.024105	-6.9008484
SRR11006897	9.942914	10.637384	9.113392	3.704595	10.554845	3.817856	16.943361	8.708995	6.4222317	11.861197	-19.024105	-6.9008484
SRR11006898	9.3344965	12.955785	9.735473	2.5922546	11.923343	4.7487454	18.54773	9.055057	7.1798553	9.10122	-18.734735	-7.032456
SRR11006899	9.287385	11.86058	8.913504	3.2693162	12.262355	3.2764833	17.860939	8.428465	7.3565755	10.493992	-18.556282	-6.9447803
SRR11006900	13.104944	2.5167944	12.4969225	11.635095	11.19008	8.523398	14.304379	4.942073	3.053103	11.587342	-16.98896	-4.3176246
SRR11006901	10.394014	12.448451	9.625739	4.026539	10.086151	5.2528305	17.162504	6.49359	9.317097	9.785918	-6.397947	-5.540072
SRR11006902	10.867776	11.454475	8.587016	3.3050632	11.316233	5.175076	18.884228	7.5807834	7.2833934	10.5276	-16.686134	-2.3140292
SRR11006903	10.136453	12.007823	9.676711	2.9728136	13.244726	3.8203578	19.34735	8.758517	7.2248554	9.0339775	-15.892706	-4.457473
SRR11006904	10.370849	11.59829	9.307112	3.398539	11.179344	4.2548766	16.558628	8.834026	9.011064	10.082783	-17.150501	-1.6599845
SRR11006905	10.957898	11.641557	8.2526655	2.2110646	10.90992	4.7141013	19.172562	7.743606	7.314743	9.394126	-17.150501	-1.6599845
SRR11006906	9.8825035	11.416282	8.591307	2.8071609	12.029712	4.3617597	17.19385	9.007455	6.5983524	11.269162	-18.687046	-7.0596147
SRR11006907	8.771392	13.051688	9.783062	2.9159548	12.210536	4.4152236	16.824263	4.804038	8.204399	10.349979	-15.232131	-2.4024973
SRR11006908	8.712312	13.042369	9.721983	1.156887	11.011219	5.492649	17.572062	8.147721	8.206431	10.370498	-15.232131	-2.4024973
SRR11006909	11.096421	11.564539	8.859582	2.355002	10.066366	5.688767	18.642698	7.3916245	7.2336655	9.043707	-15.428811	-2.51721
SRR11006910	10.365629	11.2025385	10.558174	8.404715	10.480269	4.475793	17.268194	4.366383	8.516277	8.139784	-16.279728	-2.5505102
SRR11006911	13.1467	2.4583526	12.573087	11.944693	12.01512	9.567422	14.286427	4.7921042	3.0851274	11.397637	-17.01894	-4.267698
SRR11006912	10.344076	11.1808195	9.532578	3.8005939	10.217799	4.6293755	18.974422	7.0238934	8.159898	7.9338107	-16.298054	-2.5742888
SRR11006913	10.395929	11.168519	8.617041	3.3973453	10.002711	4.356085	18.942219	7.014831	8.828553	8.312119	-16.277445	-2.613171
SRR11006914	9.76033	13.470863	9.357204	3.8014014	12.064284	3.5561311	18.738684	8.852859	8.185987	8.091702	-18.556282	-6.9447803
SRR11006915	10.410552	12.454094	8.676114	2.8702576	11.178584	4.7119637	16.60352	8.815198	9.498788	10.07687	-18.501488	-6.943714
SRR11006916	8.927135	13.343522	9.706182	3.2695463	11.516356	4.023075	18.942278	9.497393	7.910706	8.40228	-18.809177	-2.4296484
SRR11006917	10.00869	13.624543	9.060902	3.7760792	12.22471	3.1992576	18.809202	9.500605	8.530099	8.729068	-18.444557	-6.866399
SRR11006918	10.240498	12.386335	8.582614	2.8355677	12.851348	3.5998948	18.728304	9.158065	9.66131	10.042895	-18.149076	-6.7414455
SRR11006919	9.815343	13.642405	8.217787	2.317386	11.295064	3.1991827	18.177683	8.665056	9.053913	8.9383745	-6.2394395	-5.7376924
SRR11006920	9.776753	13.704677	8.198041	2.5246646	11.207814	3.1975062	19.013731	8.6417885	6.629134	11.2119465	-6.2394395	-5.7376924
SRR11006921	10.137244	12.515221	8.652139	2.9747815	12.773969	3.4537928	16.531364	8.778167	9.374591	9.948805	-18.501488	-6.943714
SRR11006922	13.177683	2.4739733	12.487915	11.707424	11.447865	8.9745865	14.174726	4.873455	3.1380496	11.638181	-16.98896	-4.3176246
SRR11006923	10.222603	12.591501	9.176365	2.9669793	11.188176	4.7087874	16.62102	8.880895	9.334998	10.092871	-18.338766	-6.914448
SRR11006924	8.909829	13.34948	8.874117	2.8307073	11.699929	4.4340515	18.756311	9.111228	8.472849	8.148267	-18.23706	-6.870116
SRR11006925	8.885763	13.363132	9.006781	2.8978019	11.697652	4.4765387	18.86225	9.362884	8.530164	8.293145	-18.197628	-6.9008713
SRR11006926	8.930493	13.343427	8.904966	2.8960006	11.789982	4.2181525	18.916334	9.424627	8.480807	8.178965	-18.23706	-6.870116
SRR11006927	9.524351	13.228186	9.305287	3.8189654	12.043282	3.7313726	18.776318	9.603252	8.09489	8.053702	-18.556282	-6.9447803
SRR11006928	8.922396	13.377496	9.597467	3.2017393	11.566695	3.8626273	19.04576	9.285623	8.014594	8.383891	-18.851526	-2.3979046
SRR11006929	10.182292	5.0068927	10.109988	8.094313	9.008481	5.3514886	16.93472	4.6865582	5.3694844	13.064911	12.147676	6.458196
SRR11006930	9.988291	4.9701447	9.818498	7.699154	9.205399	5.256126	16.984032	4.38938	5.539616	12.699567	-18.352573	-2.7422724
SRR11006931	10.131936	5.195837	10.084967	7.3863	8.933251	5.490963	15.897854	4.5713124	6.1598105	13.195926	12.145556	6.4602737
SRR11006932	10.239549	5.0382166	10.456868	7.7676454	9.292337	4.859578	16.926933	4.1002936	5.0412893	12.695717	12.145556	6.4602737
SRR11006933	13.172067	2.6012547	12.404376	11.017258	10.762612	7.9172454	14.708727	4.7095685	3.0481079	11.490455	-17.059174	-4.302287
SRR11006934	10.168706	5.1423316	10.234447	7.422049	9.143163	5.4231777	15.839971	4.5142703	6.0788226	12.544358	12.145556	6.4602737
SRR11006935	9.992952	4.8064446	10.334654	7.868716	9.347533	5.6578984	16.871716	4.0749083	5.2774973	13.106241	-16.939474	-3.4336717
SRR11006936	10.580825	5.280596	10.494232	7.7048926	9.705702	4.8571277	16.999119	4.4067	5.4287696	12.0772	-17.063848	-1.8232381
SRR11006938	9.954543	4.8265176	9.903927	7.6139913	9.043035	4.9579396	16.918098	4.853411	8.117159	10.2792225	12.122852	6.4805384
SRR11006939	10.243795	5.1071963	10.433084	7.3325305	9.124046	5.3769684	15.536903	4.8274646	6.1435714	12.433352	-17.871181	-4.650937
SRR11006940	10.468108	4.7941394	10.486095	8.509448	9.055984	5.3689585	14.337975	6.3301044	6.668466	11.052194	-18.308851	-2.747101
SRR11006941	10.474653	5.044352	10.7412615	8.735942	9.470587	4.631433	16.620245	4.5797596	4.834845	12.430954	12.122852	6.4805384
SRR11006942	10.165227	4.89662	10.169479	7.2695556	9.696784	4.5109673	16.849007	4.247981	5.822556	12.722247	-15.020925	-2.5162616
SRR11006943	10.200267	4.7429414	10.107371	7.31982	9.472163	5.4991355	16.91301	4.4261875	5.1627407	12.88839	-17.074005	-1.9047403
SRR11006944	12.832972	2.8370032	12.57369	11.388687	10.850274	6.9984646	14.451021	4.664956	3.1043093	11.515691	-16.269743	-4.9798055
SRR11006945	10.009735	4.891622	9.958862	7.662152	9.250307	5.2027116	17.096508	4.6932006	5.401376	13.037267	-16.993553	-3.7732794
SRR11006946	10.282308	5.3391466	10.502545	8.079486	9.059431	5.367376	16.474052	4.435964	5.4990916	12.974936	-16.707329	-3.0967932
SRR11006947	10.528125	4.7137127	10.564767	7.468685	9.921462	5.232683	16.796337	5.0222993	5.4371037	12.912627	-14.960043	-2.5218008
SRR11006948	10.523371	4.545789	10.257469	7.5427656	9.793309	5.892215	16.700336	4.6571364	5.4329667	12.754803	-16.418467	-2.7087786
SRR11006949	10.058091	4.578161	10.446315	7.518376	9.051842	4.634332	17.24035	5.0212035	5.941846	13.042499	-14.954531	-2.5707936
SRR11006950	10.091931	4.5590234	10.113985	8.109894	9.632604	5.6888227	17.139616	4.4248676	5.776112	11.918188	-17.16704	-1.7331659
SRR11006951	9.971064	5.392724	10.579568	8.626693	9.847817	5.338431	14.650227	6.3313327	6.380008	11.967038	-16.590113	-2.3978665
SRR11006952	10.026959	5.3642135	10.387737	7.903076	11.043593	6.422608	14.640427	6.2842956	5.3636403	13.034484	-17.167133	-1.6548414
SRR11006953	10.443531	5.1073813	10.271486	7.7979965	9.240913	4.7337074	15.866097	4.517862	3.7731965	11.831221	12.1467285	6.4590425
SRR11006954	10.4705515	5.0027113	10.131559	6.87163	9.067719	5.363447	16.957031	4.3684874	5.5407023	12.791945	-17.258482	-3.631361
SRR11006955	12.908898	2.5311804	12.663323	11.106976	11.097369	8.880561	14.138198	5.001942	2.8840196	11.366185	-16.98896	-4.3176246
SRR11006956	13.065051	2.5647953	12.477758	11.717491	11.164866	8.525183	14.202991	4.8585224	3.0769925	11.555426	-16.98896	-4.3176246
SRR11006957	12.826983	2.3415318	12.5625925	11.985638	11.065753	8.991361	14.498329	7.046487	2.6857545	11.5579815	-16.98896	-4.3176246
SRR11100104	11.313933	2.1974058	13.52462	13.999072	11.910908	9.73266	15.8650465	7.6585484	2.3685968	11.0407715	-14.787578	-4.0986066
SRR11100105	12.039216	2.2742248	13.736087	13.903996	12.05036	9.203173	15.763496	7.6792917	3.8017044	11.247827	-14.282546	-4.042454
SRR11100109	11.601615	2.3574295	12.967864	13.155304	11.089628	8.415252	15.727022	6.663005	4.69215	9.665987	-14.691845	-4.834867
SRR11100110	11.578415	2.4412127	12.728292	13.636012	11.778607	7.517028	15.8336115	7.026669	4.8405223	9.621331	-15.11603	-4.0879025
SRR11100111	11.736754	2.811297	12.104457	14.864761	12.017122	7.063513	16.677591	6.605004	4.6907105	10.274698	-14.774493	-4.526247
SRR11100112	11.237736	2.147791	12.753094	13.806778	11.528712	8.032848	15.742665	7.6619997	3.6599069	9.768632	-14.723325	-5.130928
SRR11100113	11.831707	2.2500026	12.041284	14.634426	11.858426	9.664503	16.816807	5.67523	5.366187	12.885833	-14.669599	-4.6803627
SRR11100115	11.194029	2.2255933	12.62929	13.555758	11.909049	9.710673	15.469162	7.595775	5.4710174	10.005842	-15.003704	-3.9143631
SRR11100119	11.376743	2.2581985	11.879177	14.5830965	11.779329	9.585164	15.283599	7.434298	4.541842	9.738413	-14.953459	-4.237631
SRR11100120	11.817789	1.9978974	12.759471	13.438743	11.739471	6.840653	16.639767	7.345903	3.1565588	10.4705305	-15.47485	-4.801367
SRR11100121	11.169753	2.3011274	12.830717	13.798591	12.654415	8.031774	16.52149	7.9110584	4.1029305	10.325557	-14.816955	-3.7383757
SRR11100122	11.003237	2.965155	12.043241	14.342169	12.275699	7.585335	14.032526	6.7292404	5.356673	10.903219	-14.576619	-4.206913
SRR11100125	11.8327055	2.0555804	13.498218	13.6926365	11.460901	6.743007	16.510702	8.81313	2.8671458	10.485152	-14.14985	-4.118703
SRR11100126	11.297386	2.7271693	12.235877	14.712509	10.93516	6.8729873	14.307059	7.946624	3.6255963	9.634268	-14.719008	-5.156555
SRR11100127	11.788089	2.434569	10.495489	9.061525	11.886642	6.8351893	15.495552	6.407517	4.201745	10.420015	-14.530403	-3.871663
SRR11100128	11.198244	2.4632447	13.910508	13.870715	9.99511	7.2815557	16.355669	8.720827	8.599149	9.39114	-14.844848	-4.406626
SRR11100129	12.216077	2.225895	13.98055	13.77868	12.002471	9.610083	16.808372	8.598256	4.806376	11.316214	-15.056248	-4.085805
SRR11100131	11.599455	2.2843957	12.560666	13.872753	12.397052	7.613268	16.796753	8.372454	4.5562935	10.127612	-14.7352705	-5.0729375
SRR11100133	11.633843	3.1745498	12.514198	13.97306	12.646847	7.5822964	14.527729	5.7539577	3.211895	11.011016	-14.825996	-4.442392
SRR11100134	11.072744	2.6241665	11.943723	14.620529	12.56323	7.6753106	14.417113	7.964737	3.1524997	10.96266	-14.842818	-5.1257195
SRR11100135	11.166728	2.5123942	11.767707	14.650467	10.54618	7.174519	17.387402	7.4053583	4.6110125	9.600598	-14.870998	-4.748199
SRR11100136	11.465746	2.6936696	12.272203	13.4136305	10.572009	7.1398735	15.5119	6.4462376	4.635445	9.695652	-14.69699	-3.902922
SRR11100137	11.171462	2.2127972	13.594517	13.620554	12.063868	8.572892	17.065775	7.0944233	5.11383	10.156575	-14.321566	-4.4268355
SRR11100138	11.238246	2.376484	13.154764	13.500915	12.13113	8.590897	15.938732	6.6585	4.9475107	10.321065	-15.742694	-5.17528
SRR11100139	11.665608	2.3799329	12.427872	13.193712	12.420506	7.388608	15.838254	7.6890593	4.920099	10.165179	-14.333683	-4.6272073
SRR11100141	11.2711115	2.118368	13.23193	13.72574	11.73089	9.439034	16.604856	7.2381854	4.983177	9.8754225	-14.461327	-3.6847053
SRR11100142	12.989033	2.0663948	10.588634	8.641913	11.800006	9.666791	16.631016	4.9576025	4.4328866	9.847574	-14.959894	-4.888001
SRR11100146	11.462242	1.9566414	12.358356	12.8759	10.793934	7.1795807	16.72254	5.348083	3.7467592	9.477653	-15.150767	-3.664261
SRR11100147	11.095882	2.5608802	13.0901165	13.601423	12.379783	7.6282816	15.968062	7.905571	4.46109	9.457184	-15.843882	-4.978484
SRR11100148	11.71373	2.4405792	12.345466	12.794025	12.160102	7.191664	15.116689	7.288212	4.498029	9.661002	-15.089917	-4.3230677
SRR11100149	11.392535	2.2365963	13.5965605	13.699212	11.202457	8.368642	16.35957	7.3610163	3.6633344	9.560859	-14.607578	-4.911093
SRR11100150	11.580887	3.367574	13.4246855	13.672483	10.950638	7.2351117	17.01524	8.198945	4.3673577	10.205786	-14.597292	-4.8634124
SRR11100152	11.147916	2.445896	12.334719	12.614088	12.6267605	7.6586895	16.597101	7.2755103	3.6444063	9.982829	-14.432302	-4.474547
SRR11100154	11.720268	2.8876147	12.588772	13.974786	12.186018	7.0582685	15.802388	7.1533833	5.2378883	10.882367	-14.50554	-4.739403
SRR11100157	11.250716	2.211418	11.684917	14.563093	10.560611	7.286634	17.046104	7.319049	5.1236367	10.449477	-14.818539	-4.5058403
SRR11100159	11.57685	2.4111333	12.172503	13.810395	11.657929	6.8071375	16.998125	7.104795	4.7567472	9.759565	-14.640616	-4.62944
SRR11100161	11.368646	2.3502955	12.016394	14.24867	11.770724	8.233766	15.919067	7.0499144	3.2455387	10.204308	-15.236178	-4.041043
SRR11100162	11.085963	2.2323158	12.389909	14.888624	12.77276	8.339921	15.783082	7.0256557	3.5920544	10.460351	-14.317535	-3.7892592
SRR11100163	11.6119	2.3994462	12.186807	13.489356	11.8372965	6.905104	14.471161	6.0820312	4.564334	9.73673	-14.391764	-4.4229674
SRR11100166	11.387952	3.1651146	12.468708	14.820172	11.13787	9.053649	16.42334	6.656214	4.2031846	9.555006	-15.137157	-4.581822
SRR11100167	11.72645	2.0014842	13.227132	14.279136	10.943804	7.0904374	15.480681	5.209726	3.6930673	9.558234	-17.75495	-6.5192604
SRR11100168	12.404625	2.73359	13.178988	13.928405	11.103857	8.951101	14.730631	4.813906	4.629182	9.618895	-14.761695	-4.4983025
SRR11100169	11.259317	2.3234837	12.883413	13.04178	12.19341	9.287933	16.020863	7.767845	4.920097	9.818273	-14.722466	-4.1843576
SRR11100170	11.241974	2.4635272	12.257731	12.984726	12.451222	7.7445645	14.36146	7.738589	3.6467276	9.71019	-14.838906	-5.1595073
SRR11100171	11.673172	2.4938562	11.917064	14.663572	12.108143	7.1381207	15.778836	7.0360365	6.1872287	9.796019	-14.240204	-4.0832543
SRR11100172	11.66855	2.878692	11.797547	14.681929	12.269172	7.209395	17.527292	8.139682	3.406652	10.403656	-15.703307	-4.4792585
SRR11100173	12.2877655	3.4648614	13.706686	13.658385	10.523351	7.0885196	15.855074	4.6682935	6.2720294	11.0354595	-16.6736	-3.309577
SRR11100174	11.828323	2.4485734	13.3592	14.057693	10.788924	6.5794964	16.747566	7.5419083	2.3180633	10.380411	-14.261455	-4.123443
SRR11100176	11.635276	2.977606	12.33022	14.171423	11.788023	7.0461974	16.533216	6.8747544	5.0074906	10.160113	-14.594997	-4.123497
SRR11100177	11.9078455	2.893013	12.377601	14.568074	11.675966	9.484431	15.827528	7.0242033	5.9462905	9.733399	-15.016791	-4.041438
SRR11100178	11.927041	2.5156727	11.952755	14.483258	11.254873	7.0214233	16.86441	5.587305	2.8159251	10.408971	-14.192068	-4.202297
SRR11100181	11.734196	2.5366304	12.120929	14.386758	12.171461	7.1252923	16.521643	6.6644635	2.9081025	10.359384	-14.130612	-4.0914764
SRR11100183	12.095748	2.6474648	12.518956	14.880127	11.811728	7.1149063	14.100317	7.3840175	2.414947	10.44464	-15.0831995	-4.431994
SRR11100184	11.429445	3.0793488	13.390575	14.006957	11.154992	7.494047	14.828313	6.8868437	3.7889323	9.492919	-14.518014	-4.0991006
SRR11100185	11.206856	2.474016	11.780272	14.570017	10.541185	7.197916	15.743801	7.031519	4.734652	9.767612	-15.702593	-5.0168476
SRR11100186	11.541887	2.9643304	13.550573	13.894109	11.922873	7.340039	16.379314	6.5879364	3.6598294	9.570454	-14.342478	-4.0665216
SRR11100188	10.895027	2.3946445	11.8601265	14.694053	12.7496395	8.425333	14.381243	7.8561273	3.875109	9.454278	-14.566773	-4.286903
SRR11100191	10.885402	2.224992	12.477972	14.93951	12.641664	8.088907	16.67861	7.531	4.1779695	9.542591	-15.459544	-4.258023
SRR11100196	11.711784	2.8764946	12.09718	14.78066	12.309699	7.3034663	16.1367	7.012256	4.4320273	10.596373	-14.114201	-4.0283904
SRR11100197	11.745089	2.5526044	12.459016	14.919737	12.1212015	7.223925	16.708607	7.362506	2.9521244	10.354584	-14.917235	-4.473643
SRR11100198	9.85199	4.783467	9.763531	7.6118646	9.321018	4.8814235	16.892159	4.5136933	6.008973	13.110384	-16.046534	-3.6844366
SRR11100200	10.557578	4.5708804	9.960202	7.2913184	10.048831	5.427943	17.287588	5.959248	5.17177	12.601991	-14.37064	-4.5154524
SRR11100202	11.655429	2.996895	12.292694	14.810301	11.479083	7.7449965	16.552727	6.600527	6.2580767	9.565266	-14.878098	-4.3031774
SRR11100203	11.514427	2.5645502	12.425236	14.709378	12.451486	7.8303432	14.912016	5.742074	3.0530221	10.325926	-14.80555	-3.8862958
SRR11196609	13.199378	2.0421493	12.43693	12.133674	11.856228	9.619696	15.01824	5.3795147	3.3947768	11.51066	-16.414755	-4.920734
SRR11196611	12.5626955	2.5144627	13.289949	13.63975	11.74559	9.038186	16.860409	5.5529084	2.9933105	11.444385	-15.7177305	-3.988331
SRR11196612	12.202941	1.4839251	13.890729	13.774149	9.927919	7.290752	14.202299	7.939115	2.2039144	10.759682	-16.23194	-4.9702587
SRR11196613	12.190232	1.5480756	13.931671	13.765118	9.962093	7.2612095	14.266984	7.9146657	2.2599406	10.85409	-16.23194	-4.9702587
SRR11196614	12.21544	1.5120898	13.960999	13.726748	9.962093	7.2612095	14.073638	7.372511	2.5213447	10.999237	-16.23194	-4.9702587
SRR11196615	12.38489	2.3077276	13.994761	13.690809	12.095677	8.518777	14.129864	7.353581	3.178098	11.104354	-15.283053	-3.1318238
SRR11196616	10.577197	5.2948174	10.467416	8.355115	9.899123	4.3333964	17.143162	4.4932237	4.799137	12.411339	-17.667776	-3.2697623
SRR11196617	9.954794	4.9642444	10.592845	7.4544277	9.049604	4.9200497	17.255672	4.7999926	5.739134	12.575367	-17.150501	-1.6599845
SRR11196618	9.73393	4.9356627	10.012138	7.4596505	9.251334	4.713505	14.405112	6.3431625	6.159187	13.270635	-17.804113	-4.473511
SRR11196619	9.86788	5.0609016	10.414488	8.391947	9.215695	4.7922997	16.9552	4.3715434	5.799684	12.919059	12.122852	6.4805384
SRR11196620	13.395019	2.0146606	12.165108	12.061087	11.730251	9.671802	14.873989	4.65308	3.0213509	11.024865	-16.414755	-4.920734
SRR11196621	9.967796	4.600265	10.593406	8.499552	9.187903	4.622986	15.421722	4.465798	5.8790364	13.157969	-15.301002	-5.0051074
SRR11196622	10.311602	4.3553324	9.971058	7.560251	9.429913	5.802267	16.581999	3.9035501	5.971748	13.270486	-17.150501	-1.6599845
SRR11196623	10.518247	4.2384586	9.984104	7.3561673	9.83188	5.3506846	14.5882	5.745041	3.5746803	11.852093	-17.830349	-4.3465004
SRR11196624	10.80533	4.2659297	9.714335	7.642642	10.030777	5.796152	17.420202	6.2951145	5.6568327	12.707765	12.154071	6.4522324
SRR11196625	10.31	4.387266	10.592452	8.50208	9.528781	5.325588	16.498981	3.920799	6.1171136	12.893242	12.145556	6.4602737
SRR11196626	10.80792	4.311718	10.4643	8.558045	10.058317	5.732626	16.819887	4.3747244	5.707621	12.57057	-17.887802	-4.7026267
SRR11196627	10.457311	4.423369	10.456632	7.5986805	10.046964	5.6742735	16.07707	4.029261	5.3832874	12.945185	-14.954531	-2.5707936
SRR11196628	9.726087	4.8037524	10.482976	7.5384884	9.400874	5.7299547	14.4988365	6.413011	6.026961	13.208365	-17.150501	-1.6599845
SRR11196629	9.7476425	5.0842056	10.067787	7.6445913	9.434174	4.9872155	14.436258	6.4061937	5.7345686	12.799603	-17.151884	-1.7118722
SRR11196630	10.312839	4.8681726	10.509629	7.7786727	9.069069	5.19588	17.050852	4.5238733	5.9297743	12.305318	-18.223446	-3.3476052
SRR11196631	13.378223	2.021152	12.3450575	12.207833	11.563957	9.143613	14.934166	4.4976573	3.4617145	11.270739	-16.23194	-4.9702587
SRR11196632	10.285987	4.8456526	10.157605	7.414449	9.445555	5.4409785	17.073072	4.66636	5.2267046	12.812069	-17.812183	-4.3598375
SRR11196633	10.311354	4.6103096	10.3392725	8.507726	9.2806835	4.603686	15.322607	4.6687098	5.407384	12.97278	-17.830349	-4.3465004
